CVE_ID,Description,Impact
CVE-1999-1361,"Windows NT 3.51 and 4.0 running WINS (Windows Internet Name Service) allows remote attackers to cause a denial of service (resource exhaustion) via a flood of malformed packets, which causes the server to slow down and fill the event logs with error messages.",MEDIUM
CVE-1999-0816,The Motorola CableRouter allows any remote user to connect to and configure the router on port 1024.,HIGH
CVE-1999-0919,A memory leak in a Motorola CableRouter allows remote attackers to conduct a denial of service via a large number of telnet connections.,HIGH
CVE-1999-1204,"Check Point Firewall-1 does not properly handle certain restricted keywords (e.g., Mail, auth, time) in user-defined objects, which could produce a rule with a default ""ANY"" address and result in access to more systems than intended by the administrator.",HIGH
CVE-1999-1389,"US Robotics/3Com Total Control Chassis with Frame Relay between 3.6.22 and 3.7.24 does not properly enforce access filters when the ""set host prompt"" setting is made for a port, which allows attackers to bypass restrictions by providing the hostname twice at the ""host: "" prompt.",HIGH
CVE-1999-0055,Buffer overflows in Sun libnsl allow root access.,HIGH
CVE-1999-1179,"Vulnerability in man.sh CGI script, included in May 1998 issue of SysAdmin Magazine, allows remote attackers to execute arbitrary commands.",HIGH
CVE-1999-1096,Buffer overflow in kscreensaver in KDE klock allows local users to gain root privileges via a long HOME environmental variable.,HIGH
CVE-1999-0303,Buffer overflow in BNU UUCP daemon (uucpd) through long hostnames.,MEDIUM
CVE-1999-1039,Vulnerability in (1) diskalign and (2) diskperf in IRIX 6.4 patches 2291 and 2848 allow a local user to create root-owned files leading to a root compromise.,HIGH
CVE-1999-1492,"Vulnerability in (1) diskperf and (2) diskalign in IRIX 6.4 allows local attacker to create arbitrary root owned files, leading to root privileges.",HIGH
CVE-1999-1490,xosview 1.5.1 in Red Hat 5.1 allows local users to gain root access via a long HOME environmental variable.,HIGH
CVE-1999-0278,"In IIS, remote attackers can obtain source code for ASP files by appending ""::$DATA"" to the URL.",MEDIUM
CVE-1999-0329,SGI mediad program allows local users to gain root access.,HIGH
CVE-1999-0501,A Unix account has a guessable password.,MEDIUM
CVE-1999-0508,"An account on a router, firewall, or other network device has a default, null, blank, or missing password.",MEDIUM
CVE-1999-1443,"Micah Software Full Armor Network Configurator and Zero Administration allow local users with physical access to bypass the desktop protection by (1) using <CTRL><ALT><DEL> and kill the process using the task manager, (2) booting the system from a separate disk, or (3) interrupting certain processes that execute while the system is booting.",MEDIUM
CVE-1999-1151,"Compaq/Microcom 6000 Access Integrator does not cause a session timeout after prompting for a username or password, which allows remote attackers to cause a denial of service by connecting to the integrator without providing a username or password.",MEDIUM
CVE-1999-1152,"Compaq/Microcom 6000 Access Integrator does not disconnect a client after a certain number of failed login attempts, which allows remote attackers to guess usernames or passwords via a brute force attack.",MEDIUM
CVE-1999-0008,"Buffer overflow in NIS+, in Sun's rpc.nisd program.",HIGH
CVE-1999-0054,Sun's ftpd daemon can be subjected to a denial of service.,MEDIUM
CVE-1999-1178,Sambar Server 4.1 beta allows remote attackers to obtain sensitive information about the server via an HTTP request for the dumpenv.pl script.,MEDIUM
CVE-1999-1271,"Macromedia Dreamweaver uses weak encryption to store FTP passwords, which could allow local users to easily decrypt the passwords of other users.",LOW
CVE-1999-1480,(1) acledit and (2) aclput in AIX 4.3 allow local users to create or modify files via a symlink attack.,LOW
CVE-1999-1555,"Cheyenne InocuLAN Anti-Virus Server in Inoculan 4.0 before Service Pack 2 creates an update directory with ""EVERYONE FULL CONTROL"" permissions, which allows local users to cause Inoculan's antivirus update feature to install a Trojan horse dll.",HIGH
CVE-1999-1085,"SSH 1.2.25, 1.2.23, and other versions, when used in in CBC (Cipher Block Chaining) or CFB (Cipher Feedback 64 bits) modes, allows remote attackers to insert arbitrary data into an existing stream between an SSH client and server by using a known plaintext attack and computing a valid CRC-32 checksum for the packet, aka the ""SSH insertion attack.""",MEDIUM
CVE-1999-0783,FreeBSD allows local users to conduct a denial of service by creating a hard link from a device special file to a file on an NFS file system.,MEDIUM
CVE-1999-1442,"Bug in AMD K6 processor on Linux 2.0.x and 2.1.x kernels allows local users to cause a denial of service (crash) via a particular sequence of instructions, possibly related to accessing addresses outside of segments.",HIGH
CVE-1999-1479,The textcounter.pl by Matt Wright allows remote attackers to execute arbitrary commands via shell metacharacters.,HIGH
CVE-1999-0007,Information from SSL-encrypted sessions via PKCS #1.,MEDIUM
CVE-1999-1036,"COPS 1.04 allows local users to overwrite or create arbitrary files via a symlink attack on temporary files in (1) res_diff, (2) ca.src, and (3) mail.chk.",HIGH
CVE-1999-1037,rex.satan in SATAN 1.1.1 allows local users to overwrite arbitrary files via a symlink attack on the /tmp/rex.$$ file.,HIGH
CVE-1999-1038,"Tiger 2.2.3 allows local users to overwrite arbitrary files via a symlink attack on various temporary files in Tiger's default working directory, as defined by the WORKDIR variable.",HIGH
CVE-1999-0797,"NIS finger allows an attacker to conduct a denial of service via a large number of finger requests, resulting in a large number of NIS queries.",LOW
CVE-1999-1556,"Microsoft SQL Server 6.5 uses weak encryption for the password for the SQLExecutiveCmdExec account and stores it in an accessible portion of the registry, which could allow local users to gain privileges by reading and decrypting the CmdExecAccount value.",HIGH
CVE-1999-1150,"Livingston Portmaster routers running ComOS use the same initial sequence number (ISN) for TCP connections, which allows remote attackers to conduct spoofing and hijack TCP sessions.",HIGH
CVE-1999-1441,"Linux 2.0.34 does not properly prevent users from sending SIGIO signals to arbitrary processes, which allows local users to cause a denial of service by sending SIGIO to processes that do not catch it.",LOW
CVE-1999-0313,disk_bandwidth on SGI IRIX 6.4 S2MP for Origin/Onyx2 allows local users to gain root access using relative pathnames.,HIGH
CVE-1999-0314,ioconfig on SGI IRIX 6.4 S2MP for Origin/Onyx2 allows local users to gain root access using relative pathnames.,HIGH
CVE-1999-0494,Denial of service in WinGate proxy through a buffer overflow in POP3.,MEDIUM
CVE-1999-1202,StarTech (1) POP3 proxy server and (2) telnet server allows remote attackers to cause a denial of service via a long USER command.,MEDIUM
CVE-1999-1409,"The at program in IRIX 6.2 and NetBSD 1.3.2 and earlier allows local users to read portions of arbitrary files by submitting the file to at with the -f argument, which generates error messages that at sends to the user via e-mail.",LOW
CVE-1999-1574,"Buffer overflow in the lex routines of nslookup for AIX 4.3 may allow attackers to cause a core dump and possibly execute arbitrary code via ""long input strings.""",HIGH
CVE-1999-1437,ePerl 2.2.12 allows remote attackers to read arbitrary files and possibly execute certain commands by specifying a full pathname of the target file as an argument to bar.phtml.,HIGH
CVE-1999-1436,"Ray Chan WWW Authorization Gateway 0.1 CGI program allows remote attackers to execute arbitrary commands via shell metacharacters in the ""user"" parameter.",HIGH
CVE-1999-0102,Buffer overflow in SLmail 3.x allows attackers to execute commands using a large FROM line.,HIGH
CVE-1999-1435,Buffer overflow in libsocks5 library of Socks 5 (socks5) 1.0r5 allows local users to gain privileges via long environmental variables.,HIGH
CVE-1999-1270,"KMail in KDE 1.0 provides a PGP passphrase as a command line argument to other programs, which could allow local users to obtain the passphrase and compromise the PGP keys of other users by viewing the arguments via programs that list process information, such as ps.",MEDIUM
CVE-1999-1434,"login in Slackware Linux 3.2 through 3.5 does not properly check for an error when the /etc/group file is missing, which prevents it from dropping privileges, causing it to assign root privileges to any local user who logs on to the server.",HIGH
CVE-1999-0006,Buffer overflow in POP servers based on BSD/Qualcomm's qpopper allows remote attackers to gain root access using a long PASS command.,HIGH
CVE-1999-0213,libnsl in Solaris allowed an attacker to perform a denial of service of rpcbind.,HIGH
CVE-1999-1297,cmdtool in OpenWindows 3.0 and XView 3.0 in SunOS 4.1.4 and earlier allows attackers with physical access to the system to display unechoed characters (such as those from password prompts) via the L2/AGAIN key.,LOW
CVE-1999-1433,HP JetAdmin D.01.09 on Solaris allows local users to change the permissions of arbitrary files via a symlink attack on the /tmp/jetadmin.log file.,HIGH
CVE-1999-1582,"By design, the ""established"" command on the Cisco PIX firewall allows connections from one host to arbitrary ports of a target host if an alternative conduit has already been allowed, which can cause administrators to configure less restrictive access controls than intended if they do not understand this functionality.",HIGH
CVE-1999-0263,Solaris SUNWadmap can be exploited to obtain root access.,MEDIUM
CVE-1999-1149,Buffer overflow in CSM Proxy 4.1 allows remote attackers to cause a denial of service (crash) via a long string to the FTP port.,MEDIUM
CVE-1999-1432,"Power management (Powermanagement) on Solaris 2.4 through 2.6 does not start the xlock process until after the sys-suspend has completed, which allows an attacker with physical access to input characters to the last active application from the keyboard for a short period after the system is restoring, which could lead to increased privileges.",HIGH
CVE-1999-1558,Vulnerability in loginout in Digital OpenVMS 7.1 and earlier allows unauthorized access when external authentication is enabled.,HIGH
CVE-1999-0005,Arbitrary command execution via IMAP buffer overflow in authenticate command.,HIGH
CVE-1999-1200,"Vintra SMTP MailServer allows remote attackers to cause a denial of service via a malformed ""EXPN *@"" command.",MEDIUM
CVE-1999-1420,"NBase switches NH2012, NH2012R, NH2015, and NH2048 have a back door password that cannot be disabled, which allows remote attackers to modify the switch's configuration.",HIGH
CVE-1999-1421,"NBase switches NH208 and NH215 run a TFTP server which allows remote attackers to send software updates to modify the switch or cause a denial of service (crash) by guessing the target filenames, which have default names.",MEDIUM
CVE-1999-1070,Buffer overflow in ping CGI program in Xylogics Annex terminal service allows remote attackers to cause a denial of service via a long query parameter.,MEDIUM
CVE-1999-0941,Mutt mail client allows a remote attacker to execute commands via shell metacharacters.,HIGH
CVE-1999-1447,Internet Explorer 4.0 allows remote attackers to cause a denial of service (crash) via HTML code that contains a long CLASSID parameter in an OBJECT tag.,MEDIUM
CVE-1999-1406,"dumpreg in Red Hat Linux 5.1 opens /dev/mem with O_RDWR access, which allows local users to cause a denial of service (crash) by redirecting fd 1 (stdout) to the kernel.",LOW
CVE-1999-1448,"Eudora and Eudora Light before 3.05 allows remote attackers to cause a crash and corrupt the user's mailbox via an e-mail message with certain dates, such as (1) dates before 1970, which cause a Divide By Zero error, or (2) dates that are 100 years after the current date, which causes a segmentation fault.",MEDIUM
CVE-1999-1136,"Vulnerability in Predictive on HP-UX 11.0 and earlier, and MPE/iX 5.5 and earlier, allows attackers to compromise data transfer for Predictive messages (using e-mail or modem) between customer and Response Center Predictive systems.",MEDIUM
CVE-1999-0269,Netscape Enterprise servers may list files through the PageServices query.,MEDIUM
CVE-1999-0288,"The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets.",MEDIUM
CVE-1999-0333,"HP OpenView Omniback allows remote execution of commands as root via spoofing, and local users can gain root access via a symlink attack.",HIGH
CVE-1999-0339,"Buffer overflow in the libauth library in Solaris allows local users to gain additional privileges, possibly root access.",HIGH
CVE-1999-0344,NT users can gain debug-level access on a system process using the Sechole exploit.,HIGH
CVE-1999-0516,An SNMP community name is guessable.,HIGH
CVE-1999-0062,The chpass command in OpenBSD allows a local user to gain root access through file descriptor leakage.,HIGH
CVE-1999-0262,Hylafax faxsurvey CGI script on Linux allows remote attackers to execute arbitrary commands via shell metacharacters in the query string.,HIGH
CVE-1999-1199,"Apache WWW server 1.3.1 and earlier allows remote attackers to cause a denial of service (resource exhaustion) via a large number of MIME headers with the same name, aka the ""sioux"" vulnerability.",HIGH
CVE-1999-0159,"Attackers can crash a Cisco IOS router or device, provided they can get to an interactive prompt (such as a login).  This applies to some IOS 9.x, 10.x, and 11.x releases.",MEDIUM
CVE-1999-1283,Opera 3.2.1 allows remote attackers to cause a denial of service (application crash) via a URL that contains an extra / in the http:// tag.,MEDIUM
CVE-1999-0157,Cisco PIX firewall and CBAC IP fragmentation attack results in a denial of service.,MEDIUM
CVE-1999-1416,AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service (resource exhaustion) via an HTTP POST request with a large content-length.,MEDIUM
CVE-1999-1417,"Format string vulnerability in AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via encoded % characters in an HTTP request, which is improperly logged.",HIGH
CVE-1999-1041,Buffer overflow in mscreen on SCO OpenServer 5.0 and SCO UNIX 3.2v4 allows a local user to gain root access via (1) a long TERM environmental variable and (2) a long entry in the .mscreenrc file.,HIGH
CVE-1999-0065,Multiple buffer overflows in how dtmail handles attachments allows a remote attacker to execute commands.,HIGH
CVE-1999-0158,Cisco PIX firewall manager (PFM) on Windows NT allows attackers to connect to port 8080 on the PFM server and retrieve any file whose name and location is known.,MEDIUM
CVE-1999-0162,"The ""established"" keyword in some Cisco IOS software allowed an attacker to bypass filtering.",MEDIUM
CVE-1999-0302,SunOS/Solaris FTP clients can be forced to execute arbitrary commands from a malicious FTP server.,HIGH
CVE-1999-0310,SSH 1.2.25 on HP-UX allows access to new user accounts.,HIGH
CVE-1999-0792,ROUTERmate has a default SNMP community name which allows remote attackers to modify its configuration.,MEDIUM
CVE-1999-1292,Buffer overflow in web administration feature of Kolban Webcam32 4.8.3 and earlier allows remote attackers to execute arbitrary commands via a long URL.,HIGH
CVE-1999-0779,Denial of service in HP-UX SharedX recserv program.,MEDIUM
CVE-1999-0930,wwwboard allows a remote attacker to delete message board articles via a malformed argument.,MEDIUM
CVE-1999-0871,"Internet Explorer 4.0 and 4.01 allow a remote attacker to read files via IE's cross frame security, aka the ""Cross Frame Navigate"" vulnerability.",LOW
CVE-1999-1048,"Buffer overflow in bash 2.0.0, 1.4.17, and other versions allows local attackers to gain privileges by creating an extremely large directory name, which is inserted into the password prompt via the \w option in the PS1 environmental variable when another user changes into that directory.",MEDIUM
CVE-1999-0056,Buffer overflow in Sun's ping program can give root access to local users.,HIGH
CVE-1999-0897,iChat ROOMS Webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.,MEDIUM
CVE-1999-1020,"The installation of Novell Netware NDS 5.99 provides an unauthenticated client with Read access for the tree, which allows remote attackers to access sensitive information such as users, groups, and readable objects via CX.EXE and NLIST.EXE.",HIGH
CVE-1999-1265,"SMTP server in SLmail 3.1 and earlier allows remote attackers to cause a denial of service via malformed commands whose arguments begin with a ""("" (parenthesis) character, such as (1) SEND, (2) VRFY, (3) EXPN, (4) MAIL FROM, (5) RCPT TO.",MEDIUM
CVE-1999-1054,"The default configuration of FLEXlm license manager 6.0d, and possibly other versions, allows remote attackers to shut down the server via the lmdown command.",MEDIUM
CVE-1999-1228,"Various modems that do not implement a guard time, or are configured with a guard time of 0, can allow remote attackers to execute arbitrary modem commands such as ATH, ATH0, etc., via a ""+++"" sequence that appears in ICMP packets, the subject of an e-mail message, IRC commands, and others.",HIGH
CVE-1999-0969,"The Windows NT RPC service allows remote attackers to conduct a denial of service using spoofed malformed RPC packets which generate an error message that is sent to the spoofed host, potentially setting up a loop, aka Snork.",MEDIUM
CVE-1999-1181,Vulnerability in On-Line Customer Registration software for IRIX 6.2 through 6.4 allows local users to gain root privileges.,HIGH
CVE-1999-0186,"In Solaris, an SNMP subagent has a default community string that allows remote attackers to execute arbitrary commands as root, or modify system parameters.",HIGH
CVE-1999-0505,A Windows NT domain user or administrator account has a guessable password.,HIGH
CVE-1999-0506,"A Windows NT domain user or administrator account has a default, null, blank, or missing password.",HIGH
CVE-1999-0546,The Windows NT guest account is enabled.,MEDIUM
CVE-1999-0870,"Internet Explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.",LOW
CVE-1999-0343,A malicious Palace server can force a client to execute arbitrary programs.,MEDIUM
CVE-1999-1403,"IBM/Tivoli OPC Tracker Agent version 2 release 1 creates files, directories, and IPC message queues with insecure permissions (world-readable and world-writable), which could allow local users to disrupt operations and possibly gain privileges by modifying or deleting files.",HIGH
CVE-1999-1404,"IBM/Tivoli OPC Tracker Agent version 2 release 1 allows remote attackers to cause a denial of service (resource exhaustion) via malformed data to the localtracker client port (5011), which prevents the connection from being closed properly.",MEDIUM
CVE-1999-1291,"TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target.",MEDIUM
CVE-1999-1185,Buffer overflow in SCO mscreen allows local users to gain root privileges via a long terminal entry (TERM) in the .mscreenrc file.,HIGH
CVE-1999-1381,Buffer overflow in dbadmin CGI program 1.0.1 on Linux allows remote attackers to execute arbitrary commands.,HIGH
CVE-1999-0002,"Buffer overflow in NFS mountd gives root access to remote attackers, mostly in Linux systems.",HIGH
CVE-1999-0053,TCP RST denial of service in FreeBSD.,MEDIUM
CVE-1999-0088,IRIX and AIX automountd services (autofsd) allow remote users to execute root commands.,HIGH
CVE-1999-0215,Routed allows attackers to append data to files.,MEDIUM
CVE-1999-0118,AIX infod allows local users to gain root access through an X display.,HIGH
CVE-1999-0254,A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.,HIGH
CVE-1999-1459,BMC PATROL Agent before 3.2.07 allows local users to gain root privileges via a symlink attack on a temporary file.,HIGH
CVE-1999-0052,IP fragmentation denial of service in FreeBSD allows a remote attacker to cause a crash.,MEDIUM
CVE-1999-1284,"NukeNabber allows remote attackers to cause a denial of service by connecting to the NukeNabber port (1080) without sending any data, which causes the CPU usage to rise to 100% from the report.exe program that is executed upon the connection.",MEDIUM
CVE-1999-1321,Buffer overflow in ssh 1.2.26 client with Kerberos V enabled could allow remote attackers to cause a denial of service or execute arbitrary commands via a long DNS hostname that is not properly handled during TGT ticket passing.,HIGH
CVE-1999-1153,HAMcards Postcard CGI script 1.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,HIGH
CVE-1999-1154,LakeWeb Filemail CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,HIGH
CVE-1999-1155,LakeWeb Mail List CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,HIGH
CVE-1999-1289,"ICQ 98 beta on Windows NT leaks the internal IP address of a client in the TCP data segment of an ICQ packet instead of the public address (e.g. through NAT), which provides remote attackers with potentially sensitive information about the client or the internal network configuration.",HIGH
CVE-1999-1025,"CDE screen lock program (screenlock) on Solaris 2.6 does not properly lock an unprivileged user's console session when the host is an NIS+ client, which allows others with physical access to login with any string.",MEDIUM
CVE-1999-1322,"The installation of 1ArcServe Backup and Inoculan AV client modules for Exchange create a log file, exchverify.log, which contains usernames and passwords in plaintext.",MEDIUM
CVE-1999-0057,Vacation program allows command execution by remote users through a sendmail command.,HIGH
CVE-1999-0780,KDE klock allows local users to kill arbitrary processes by specifying an arbitrary PID in the .kss.pid file.,MEDIUM
CVE-1999-0781,KDE allows local users to execute arbitrary commands by setting the KDEDIR environmental variable to modify the search path that KDE uses to locate its executables.,HIGH
CVE-1999-0782,KDE kppp allows local users to create a directory in an arbitrary location via the HOME environmental variable.,LOW
CVE-1999-1107,Buffer overflow in kppp in KDE allows local users to gain root access via a long PATH environmental variable.,HIGH
CVE-1999-1108,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-1107.  Reason: This candidate is a duplicate of CVE-1999-1107.  Notes: All CVE users should reference CVE-1999-1107 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,N/A
CVE-1999-1288,"Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.",MEDIUM
CVE-1999-1411,"The installation of the fsp package 2.71-10 in Debian GNU/Linux 2.0 adds the anonymous FTP user without notifying the administrator, which could automatically enable anonymous FTP on some servers such as wu-ftp.",HIGH
CVE-1999-1071,"Excite for Web Servers (EWS) 1.1 installs the Architext.conf authentication file with world-writeable permissions, which allows local users to gain access to Excite accounts by modifying the file.",HIGH
CVE-1999-1072,Excite for Web Servers (EWS) 1.1 allows local users to gain privileges by obtaining the encrypted password from the world-readable Architext.conf authentication file and replaying the encrypted password in an HTTP request to AT-generated.cgi or AT-admin.cgi.,HIGH
CVE-1999-1073,"Excite for Web Servers (EWS) 1.1 records the first two characters of a plaintext password in the beginning of the encrypted password, which makes it easier for an attacker to guess passwords via a brute force or dictionary attack.",HIGH
CVE-1999-0321,Buffer overflow in Solaris kcms_configure command allows local users to gain root access.,HIGH
CVE-1999-0332,Buffer overflow in NetMeeting allows denial of service and remote command execution.,HIGH
CVE-1999-0342,Linux PAM modules allow local users to gain root access using temporary files.,MEDIUM
CVE-1999-0385,The LDAP bind function in Exchange 5.5 has a buffer overflow that allows a remote attacker to conduct a denial of service or execute commands.,HIGH
CVE-1999-0463,Remote attackers can perform a denial of service using IRIX fcagent.,MEDIUM
CVE-1999-0478,Denial of service in HP-UX sendmail 8.8.6 related to accepting connections.,MEDIUM
CVE-1999-0869,"Internet Explorer 3.x to 4.01 allows a remote attacker to insert malicious content into a frame of another web site, aka frame spoofing.",LOW
CVE-1999-0836,UnixWare uidadmin allows local users to modify arbitrary files via a symlink attack.,HIGH
CVE-1999-0936,BNBSurvey survey.cgi program allows remote attackers to execute commands via shell metacharacters.,HIGH
CVE-1999-0937,BNBForm allows remote attackers to read arbitrary files via the automessage hidden form variable.,HIGH
CVE-1999-1280,"Hummingbird Exceed 6.0.1.0 inadvertently includes a DLL that was meant for development and testing, which logs user names and passwords in cleartext in the test.log file.",HIGH
CVE-1999-0798,"Buffer overflow in bootpd on OpenBSD, FreeBSD, and Linux systems via a malformed header type.",HIGH
CVE-1999-1147,"Buffer overflow in Platinum Policy Compliance Manager (PCM) 7.0 allows remote attackers to execute arbitrary commands via a long string to the Agent port (1827), which is handled by smaxagent.exe.",HIGH
CVE-1999-1276,"fte-console in the fte package before 0.46b-4.1 does not drop root privileges, which allows local users to gain root access via the virtual console device.",HIGH
CVE-1999-1282,"RealSystem G2 server stores the administrator password in cleartext in a world-readable configuration file, which allows local users to gain privileges.",MEDIUM
CVE-1999-0139,Buffer overflow in Solaris x86 mkcookie allows local users to obtain root access.,HIGH
CVE-1999-0188,The passwd command in Solaris can be subjected to a denial of service.,HIGH
CVE-1999-1173,"Corel Word Perfect 8 for Linux creates a temporary working directory with world-writable permissions, which allows local users to (1) modify Word Perfect behavior by modifying files in the working directory, or (2) modify files of other users via a symlink attack.",LOW
CVE-1999-1277,"BackWeb client stores the username and password in cleartext for proxy authentication in the Communication registry key, which could allow other local users to gain privileges by reading the password.",MEDIUM
CVE-1999-1278,"nlog CGI scripts do not properly filter shell metacharacters from the IP address argument, which could allow remote attackers to execute certain commands via (1) nlog-smb.pl or (2) rpc-nlog.pl.",HIGH
CVE-1999-0968,Buffer overflow in BNC IRC proxy allows remote attackers to gain privileges.,HIGH
CVE-1999-1281,Development version of Breeze Network Server allows remote attackers to cause the system to reboot by accessing the configbreeze CGI program.,MEDIUM
CVE-1999-1188,"mysqld in MySQL 3.21 creates log files with world-readable permissions, which allows local users to obtain passwords for users who are added to the user database.",MEDIUM
CVE-1999-1285,"Linux 2.1.132 and earlier allows local users to cause a denial of service (resource exhaustion) by reading a large buffer from a random device (e.g. /dev/urandom), which cannot be interrupted until the read has completed.",LOW
CVE-1999-1159,SSH 2.0.11 and earlier allows local users to request remote forwarding from privileged ports without being root.,MEDIUM
CVE-1999-0020,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0032.  Reason: This candidate is a duplicate of CVE-1999-0032.  Notes: All CVE users should reference CVE-1999-0032 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,N/A
CVE-1999-0110,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0315.  Reason: This candidate's original description had a typo that delayed it from being detected as a duplicate of CVE-1999-0315.  Notes: All CVE users should reference CVE-1999-0315 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,N/A
CVE-1999-0187,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0022.  Reason: This candidate is a duplicate of CVE-1999-0022.  Notes: All CVE users should reference CVE-1999-0022 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,N/A
CVE-1999-0197,finger 0@host on some systems may print information on some user accounts.,HIGH
CVE-1999-0198,finger .@host on some systems may print information on some user accounts.,HIGH
CVE-1999-0200,Windows NT FTP server (WFTP) with the guest account enabled without a password allows an attacker to log into the FTP server using any username and password.,HIGH
CVE-1999-0205,Denial of service in Sendmail 8.6.11 and 8.6.12.,MEDIUM
CVE-1999-0220,Attackers can do a denial of service of IRC by crashing the server.,HIGH
CVE-1999-0226,"Windows NT TCP/IP processes fragmented IP packets improperly, causing a denial of service.",HIGH
CVE-1999-0231,"Buffer overflow in IP-Switch IMail and Seattle Labs Slmail 2.6 packages using a long VRFY command, causing a denial of service and possibly remote access.",MEDIUM
CVE-1999-0240,Some filters or firewalls allow fragmented SYN packets with IP reserved bits in violation of their implemented policy.,HIGH
CVE-1999-0243,Linux cfingerd could be exploited to gain root access.,HIGH
CVE-1999-0248,A race condition in the authentication agent mechanism of sshd 1.2.17 allows an attacker to steal another user's credentials.,HIGH
CVE-1999-0255,Buffer overflow in ircd allows arbitrary command execution.,HIGH
CVE-1999-0268,"MetaInfo MetaWeb web server allows users to upload, execute, and read scripts.",HIGH
CVE-1999-0276,mSQL v2.0.1 and below allows remote execution through a buffer overflow.,HIGH
CVE-1999-0283,The Java Web Server would allow remote users to obtain the source code for CGI programs.,HIGH
CVE-1999-0285,"Denial of service in telnet from the Windows NT Resource Kit, by opening then immediately closing a connection.",HIGH
CVE-1999-0286,"In some NT web servers, appending a space at the end of a URL may allow attackers to read source code for active pages.",HIGH
CVE-1999-0355,"Local or remote users can force ControlIT 4.5 to reboot or force a user to log out, resulting in a denial of service.",MEDIUM
CVE-1999-0361,"NetWare version of LaserFiche stores usernames and passwords unencrypted, and allows administrative changes without logging.",HIGH
CVE-1999-0364,"Microsoft Access 97 stores a database password as plaintext in a foreign mdb, allowing access to data.",HIGH
CVE-1999-0384,The Forms 2.0 ActiveX control (included with Visual Basic for Applications 5.0) can be used to read text from a user's clipboard when the user accesses documents with ActiveX content.,MEDIUM
CVE-1999-0388,"DataLynx suGuard trusts the PATH environment variable to execute the ps command, allowing local users to execute commands as root.",MEDIUM
CVE-1999-0393,Remote attackers can cause a denial of service in Sendmail 8.8.x and 8.9.2 by sending messages with a large number of headers.,MEDIUM
CVE-1999-0394,DPEC Online Courseware allows an attacker to change another user's password without knowing the original password.,HIGH
CVE-1999-0395,A race condition in the BackWeb Polite Agent Protocol allows an attacker to spoof a BackWeb server.,MEDIUM
CVE-1999-0397,The demo version of the Quakenbush NT Password Appraiser sends passwords across the network in plaintext.,HIGH
CVE-1999-0398,"In some instances of SSH 1.2.27 and 2.0.11 on Linux systems, SSH will allow users with expired accounts to login.",MEDIUM
CVE-1999-0399,"The DCC server command in the Mirc 5.5 client doesn't filter characters from file names properly, allowing remote attackers to place a malicious file in a different location, possibly allowing the attacker to execute commands.",HIGH
CVE-1999-0401,A race condition in Linux 2.2.1 allows local users to read arbitrary memory from /proc files.,LOW
CVE-1999-0448,"IIS 4.0 and Apache log HTTP request methods, regardless of how long they are, allowing a remote attacker to hide the URL they really request.",MEDIUM
CVE-1999-0452,A service or application has a backdoor password that was placed there by the developer.,HIGH
CVE-1999-0453,"An attacker can identify a CISCO device by sending a SYN packet to port 1999, which is for the Cisco Discovery Protocol (CDP).",MEDIUM
CVE-1999-0454,"A remote attacker can sometimes identify the operating system of a host based on how it reacts to some IP or ICMP packets, using a tool such as nmap or queso.",HIGH
CVE-1999-0465,Remote attackers can crash Lynx and Internet Explorer using an IMG tag with a large width parameter.,HIGH
CVE-1999-0495,A remote attacker can gain access to a file system using ..  (dot dot) when accessing SMB shares.,HIGH
CVE-1999-0497,Anonymous FTP is enabled.,LOW
CVE-1999-0512,"A mail server is explicitly configured to allow SMTP mail relay, which allows abuse by spammers.",HIGH
